Count,X,Y,Z,Training count,Output
4461,-3.92,-14.08,-9.16,49,0
4460,-3.85,-15.03,-8.95,,0
4459,-3.74,-14.82,-8.97,,0
4458,-3.72,-14.75,-8.97,,0
4457,-3.7,-14.32,-8.96,,0
4456,-3.33,-14.53,-9.03,,0
4455,-3.09,-14.32,-9.13,,0
4454,-3.2,-11.7,-9.08,,0
4453,-3.31,-10.67,-8.87,,0
4452,-2.19,-9.34,-9.88,,0
4451,-1.1,-7.7,-12.2,,0
4450,0.11,-5.75,-15.41,,0
4449,0.5,-3.18,-19.2,,0
4448,0.24,-2.02,-22.65,,0
4447,0.17,0.47,-25.44,,0
4446,0.17,2,-27.12,,0
4445,0.24,3.42,-27.97,,0
4444,0.12,4.98,-28.18,,0
4443,0.23,4.28,-28.09,,0
4442,0.32,4.35,-28.14,,0
4441,0.41,4.17,-28.15,,0
4386,-2.98,-14.14,-9.71,48,0
4385,-2.75,-12.41,-9.65,,0
4384,-2.83,-9.34,-9.33,,0
4383,-2.31,-8.64,-9.89,,0
4382,-1.18,-7.03,-12.27,,0
4381,-0.2,-5.37,-15.87,,0
4380,0.67,-2.8,-19.92,,0
4379,0.79,-0.22,-23.32,,0
4378,0.23,1.27,-25.77,,0
4377,0.23,1.21,-27.45,,0
4376,0.27,3.64,-28.46,,0
4375,0.18,4.04,-28.56,,0
4374,0.13,4.96,-28.35,,0
4373,0.38,5.02,-28.1,,0
4372,0.42,4.58,-28.07,,0
4325,-2.73,-12.42,-11.27,47,0
4324,-2.68,-11.55,-11.3,,0
4323,-2.55,-11.2,-11.31,,0
4322,-2.14,-11.63,-11.42,,0
4321,-1.56,-7.96,-11.56,,0
4320,-2.07,-6.67,-11.69,,0
4319,-1.19,-6.26,-13.15,,0
4318,-0.14,-4.35,-15.95,,0
4317,0.45,-2.88,-19.64,,0
4316,0.58,-1.67,-23.32,,0
4315,0.31,1.12,-26.18,,0
4314,0.07,2.92,-27.59,,0
4313,0.07,3.74,-27.93,,0
4312,0.04,3.92,-27.82,,0
4311,0.15,3.47,-27.66,,0
4310,0.29,4.17,-27.44,,0
4309,0.37,3.75,-27.23,,0
4308,0.37,3.86,-27.19,,0
4255,-2.9,-13.01,-10.09,46,0
4254,-2.9,-13.49,-10.07,,0
4253,-3.01,-13.72,-10.07,,0
4252,-2.22,-9.77,-9.92,,0
4251,-2.42,-8.88,-9.66,,0
4250,-1.87,-7.11,-10.64,,0
4249,-0.82,-5.36,-12.87,,0
4248,0.01,-4.21,-16.12,,0
4247,0.96,-2.49,-20.25,,0
4246,0.8,-1.22,-23.87,,0
4245,0.6,0.97,-26.34,,0
4244,0.42,2.17,-27.65,,0
4243,0.26,4.01,-28.11,,0
4242,0.15,3.96,-27.95,,0
4241,0.02,4.83,-27.48,,0
4240,0.26,4.26,-27.24,,0
4239,0.28,4.09,-27.25,,0
4178,-3.45,-14.66,-8.19,45,0
4177,-3.12,-13.93,-8.31,,0
4176,-2.9,-13.97,-8.36,,0
4175,-2.66,-12.38,-8.5,,0
4174,-2.46,-10.07,-8.46,,0
4173,-1.74,-8.3,-9.32,,0
4172,-0.86,-7.01,-11.45,,0
4171,-0.27,-4.67,-14.94,,0
4170,0.28,-2.91,-19.19,,0
4169,0.33,-0.54,-23.17,,0
4168,0.09,1.56,-25.99,,0
4167,0.45,2.63,-27.73,,0
4166,0.2,4.13,-28.28,,0
4165,-0.03,4.79,-27.73,,0
4164,0.22,4.83,-27.07,,0
4163,0.49,3.92,-26.91,,0
4162,0.41,4.37,-26.85,,0
4103,-5.48,-17.34,-4.24,44,0
4102,-5.15,-17.74,-4.2,,0
4101,-4.9,-17.65,-4.27,,0
4100,-4.9,-18.73,-4.35,,0
4099,-4.3,-15.71,-4.36,,0
4098,-3.8,-14.68,-4.19,,0
4097,-2.9,-10.02,-4.49,,0
4096,-2.18,-10.39,-6.15,,0
4095,-0.44,-7.44,-9.69,,0
4094,-0.12,-6.3,-14.45,,0
4093,0.51,-3.74,-19.83,,0
4092,0.41,-0.36,-23.99,,0
4091,0.19,2.44,-26.34,,0
4090,0.14,3.7,-27.22,,0
4089,0.14,4.42,-27.14,,0
4088,0.32,3.63,-26.9,,0
4087,0.32,4.76,-26.66,,0
4086,0.38,4.11,-26.61,,0
4085,0.31,4.43,-26.64,,0
4020,-2.45,-10.59,-9.17,43,0
4019,-2.5,-12.57,-9.16,,0
4018,-1.99,-8.28,-9.28,,0
4017,-2.19,-7.13,-9.74,,0
4016,-1.26,-4.96,-11.58,,0
4015,-0.31,-5.08,-14.94,,0
4014,0.1,-2.89,-19.19,,0
4013,-0.14,-0.52,-22.69,,0
4012,-0.13,1.15,-25.14,,0
4011,-0.05,1.67,-26.31,,0
4010,0.15,5.11,-26.51,,0
4009,0.26,4.51,-25.81,,0
4008,0.45,3.34,-25.66,,0
4007,0.59,3.3,-25.56,,0
3947,-2.9,-12.47,-8.15,42,0
3946,-2.46,-13.5,-8.27,,0
3945,-2.12,-10.5,-8.34,,0
3944,-2.96,-8.57,-8.06,,0
3943,-2.37,-7.87,-8.64,,0
3942,-1.1,-6.15,-10.76,,0
3941,-0.41,-4.49,-14.29,,0
3940,0.05,-2.08,-18.24,,0
3939,0.4,-0.93,-21.6,,0
3938,0.01,0.43,-23.95,,0
3937,0.13,1.2,-25.42,,0
3936,0.49,2.19,-26.12,,0
3935,-0.1,5.12,-25.8,,0
3934,0.19,4.18,-25.06,,0
3933,0.31,3.45,-24.97,,0
3876,-2.31,-9.52,-8.13,41,0
3875,-2.22,-8.62,-8.45,,0
3874,-1.64,-7.07,-9.87,,0
3873,-1,-4.78,-12.36,,0
3872,-0.5,-3.58,-15.75,,0
3871,-0.01,-2.59,-19.57,,0
3870,0.09,-0.06,-22.62,,0
3869,0.25,0.56,-24.51,,0
3868,0.3,2.32,-25.33,,0
3867,0.2,4.44,-25.15,,0
3866,0.21,4.13,-24.81,,0
3865,0.39,3.66,-24.8,,0
3864,0.36,3.8,-24.84,,0
3783,-0.89,-1.98,-10.47,40,0
3782,0.11,-3.99,-13.7,,0
3781,0.44,-3.6,-19.28,,0
3780,0.51,-1.99,-24.29,,0
3779,0.39,1.45,-26.49,,0
3778,-0.07,5.34,-25.54,,0
3777,-0.28,4.58,-24.15,,0
3776,0.26,3.31,-23.86,,0
3775,0.31,3.25,-23.85,,0
3774,0.28,3.28,-23.85,,0
3773,0.27,3.24,-23.84,,0
3772,0.27,3.05,-23.82,,0
3771,0.26,3.04,-23.8,,0
3770,0.39,3.05,-23.78,,0
3446,-3.62,-15.18,-3.35,39,0
3445,-3.24,-14.5,-3.49,,0
3444,-3.2,-14.06,-3.44,,0
3443,-3.45,-11.21,-3.47,,0
3442,-3.11,-9.13,-3.62,,0
3441,-2.14,-8.44,-5.39,,0
3440,-0.63,-6.49,-8.95,,0
3439,0.19,-5.11,-13.43,,0
3438,0.47,-2.37,-17.72,,0
3437,0.13,0.11,-20.68,,0
3436,-0.15,0.98,-22.36,,0
3435,-0.13,1.8,-23.08,,0
3434,-0.03,2.58,-23.1,,0
3433,0.07,4.24,-22.64,,0
3432,0.31,3.75,-22.27,,0
3381,-4.02,-14.87,-2.79,38,0
3380,-3.35,-15.52,-2.89,,0
3379,-3.21,-13.61,-3,,0
3378,-3.24,-9.43,-2.77,,0
3377,-2.43,-8.95,-3.6,,0
3376,-1.23,-8.41,-6.39,,0
3375,-0.18,-5.42,-10.44,,0
3374,0.05,-3.46,-15.05,,0
3373,0.38,-1.31,-19.14,,0
3372,-0.02,-0.56,-22.02,,0
3371,0.38,1.64,-23.59,,0
3370,0.09,3.03,-23.63,,0
3369,-0.06,4.88,-22.75,,0
3368,0.29,3.45,-22.28,,0
3367,0.34,3.37,-22.26,,0
3318,-1.63,-9.59,-7.56,37,0
3317,-2.06,-6.61,-7.48,,0
3316,-2.09,-5.67,-7.78,,0
3315,-1.19,-4.43,-9.53,,0
3314,-0.26,-3.32,-12.48,,0
3313,0.18,-2.26,-16.5,,0
3312,0.18,-0.13,-20.1,,0
3311,0.28,1.85,-22.64,,0
3310,0.11,2.18,-23.86,,0
3309,0.37,5.64,-23.8,,0
3308,0.19,5.39,-22.92,,0
3307,0.58,4.09,-22.82,,0
3253,-3.45,-13.35,-3.53,36,0
3252,-3.24,-14.27,-3.63,,0
3251,-2.74,-11.92,-3.74,,0
3250,-2.91,-8.27,-3.61,,0
3249,-2.21,-7.39,-4.28,,0
3248,-0.74,-5.6,-6.75,,0
3247,0.1,-3.73,-10.65,,0
3246,0.74,-3.35,-15.56,,0
3245,0.37,-1.18,-20.21,,0
3244,0.4,0.97,-23.4,,0
3243,0.5,1.39,-24.61,,0
3242,0.27,5.82,-24.02,,0
3241,0.12,5.15,-22.68,,0
3240,0.38,4.21,-22.58,,0
3192,-5.02,-16.68,-0.51,35,0
3191,-4.52,-15.47,-0.27,,0
3190,-4.08,-14.86,-0.02,,0
3189,-3.41,-9.52,-0.21,,0
3188,-2.54,-9.53,-1.23,,0
3187,-0.7,-7.51,-4.65,,0
3186,0.02,-6.11,-9.41,,0
3185,0.66,-3.59,-14.89,,0
3184,0.38,-1.63,-19.24,,0
3183,0.33,0.46,-21.78,,0
3182,0.07,3.67,-22.66,,0
3181,0.05,4.67,-22.51,,0
3180,0.09,4.86,-21.91,,0
3179,0.36,3.75,-21.75,,0
3178,0.42,3.79,-21.81,,0
3133,-3.23,-13.64,-3.09,34,0
3132,-2.95,-12.93,-3.3,,0
3131,-3.01,-12.94,-3.3,,0
3130,-2.83,-7.09,-3.39,,0
3129,-1.67,-7.79,-4.11,,0
3128,-0.99,-7.23,-7.18,,0
3127,0.15,-5.28,-11.28,,0
3126,0.32,-2.83,-15.31,,0
3125,-0.08,-1.62,-18.46,,0
3124,0.19,0.2,-20.4,,0
3123,0.17,2.15,-21.2,,0
3122,0.08,2.69,-21.05,,0
3121,0.2,3.55,-20.67,,0
3120,0.27,2.63,-20.4,,0
3119,0.29,2.51,-20.41,,0
3068,-3.59,-14.46,-2.56,33,0
3067,-3.28,-14.6,-2.67,,0
3066,-2.83,-12.69,-2.76,,0
3065,-2.99,-10.94,-2.72,,0
3064,-2.52,-9.38,-3,,0
3063,-1.64,-6.73,-4.69,,0
3062,-0.82,-7.54,-7.73,,0
3061,0.52,-4.54,-12.19,,0
3060,0.32,-2.82,-15.98,,0
3059,-0.16,-0.38,-18.49,,0
3058,-0.22,1.21,-19.88,,0
3057,0.34,2.83,-20.54,,0
3056,0.18,2.08,-20.92,,0
3055,0.17,3.9,-20.78,,0
3054,0.31,3.56,-20.63,,0
2995,-2.68,-11.39,-5.83,32,0
2994,-2.23,-10.86,-5.94,,0
2993,-2.06,-11.26,-5.97,,0
2992,-2.23,-8.32,-5.92,,0
2991,-2.13,-8.7,-5.83,,0
2990,-1.74,-7.99,-6.73,,0
2989,-0.82,-6.24,-8.51,,0
2988,-0.26,-4,-10.68,,0
2987,0.46,-2.71,-13.13,,0
2986,0.61,-2.23,-15.75,,0
2985,0.58,-1.42,-18.02,,0
2984,0.15,-0.43,-19.7,,0
2983,0.13,2.02,-20.35,,0
2982,-0.02,2.37,-20.22,,0
2981,0.11,3.32,-20.11,,0
2980,0.21,2.5,-19.95,,0
2979,0.36,3.29,-20,,0
2978,0.39,2.99,-19.94,,0
2977,0.34,2.89,-19.93,,0
2927,-2.85,-13.52,-2.9,31,0
2926,-3.05,-13.26,-2.84,,0
2925,-2.91,-9.95,-2.58,,0
2924,-2.99,-9.8,-2.82,,0
2923,-1.72,-8.28,-4.42,,0
2922,-0.92,-6.18,-7.26,,0
2921,-0.01,-4.37,-10.78,,0
2920,0.3,-3.08,-14.43,,0
2919,0.19,-0.83,-17.33,,0
2918,-0.16,0.85,-18.76,,0
2917,-0.09,1.68,-19.42,,0
2916,0.05,2.55,-19.77,,0
2915,0.18,3.7,-19.72,,0
2914,0.19,3.22,-19.46,,0
2913,0.26,2.92,-19.45,,0
2854,-3.76,-14.37,-1.45,30,0
2853,-3.58,-14.42,-1.44,,0
2852,-3.2,-13.66,-1.5,,0
2851,-2.67,-14.7,-1.5,,0
2850,-3.02,-10.2,-1.53,,0
2849,-2.79,-9.94,-1.48,,0
2848,-1.48,-8.75,-3.17,,0
2847,-0.71,-5.82,-5.99,,0
2846,-0.39,-4.6,-9.53,,0
2845,0.01,-3.19,-13.71,,0
2844,0.09,-0.92,-17.15,,0
2843,-0.11,-0.24,-19.35,,0
2842,0.1,2.13,-20.13,,0
2841,0.02,4.08,-19.64,,0
2840,0.25,2.88,-19.03,,0
2839,0.28,2.57,-18.97,,0
2787,-2.72,-10.81,-1.49,29,0
2786,-2.66,-10.38,-1.43,,0
2785,-2,-8.4,-2.69,,0
2784,-0.94,-7.8,-5.26,,0
2783,-0.21,-4.99,-8.84,,0
2782,-0.45,-2.79,-12.76,,0
2781,-0.14,-1.83,-15.95,,0
2780,0.08,0.61,-18.29,,0
2779,-0.11,1.77,-19.39,,0
2778,-0.15,2.49,-19.76,,0
2777,0.06,3.4,-19.74,,0
2776,0.19,3.95,-19.08,,0
2775,0.4,2.89,-18.9,,0
2727,-3.26,-13.33,-0.69,28,0
2726,-2.77,-15.51,-0.76,,0
2725,-2.11,-8.41,-0.82,,0
2724,-3.45,-10.66,-0.68,,0
2723,-2.75,-9.71,-2.5,,0
2722,-1.51,-8.19,-5.71,,0
2721,-0.73,-5.92,-9.21,,0
2720,-0.41,-3.83,-12.35,,0
2719,-0.47,-3.64,-14.55,,0
2718,0.02,-1.81,-15.82,,0
2717,-0.23,-0.15,-16.01,,0
2716,-0.24,0.16,-15.8,,0
2715,0.07,-0.2,-15.69,,0
2714,-0.01,0,-15.62,,0
2713,-0.06,-0.03,-15.67,,0
2505,-3.43,-13.66,-0.43,27,0
2504,-3.13,-14.01,-0.4,,0
2503,-2.59,-11.05,-0.4,,0
2502,-2.48,-9.97,-0.45,,0
2501,-1.98,-8.86,-1.66,,0
2500,-1.24,-7.4,-3.99,,0
2499,-0.27,-5.85,-7.22,,0
2498,-0.08,-4.51,-10.7,,0
2497,0.05,-3.2,-13.59,,0
2496,0.02,-0.78,-15.47,,0
2495,-0.12,1.12,-16.24,,0
2494,0.17,1.76,-16.35,,0
2493,0.17,1.89,-16.24,,0
2492,0.15,1.59,-16.19,,0
2491,0.15,1.46,-16.18,,0
2396,-2.46,-12.07,-1.14,26,0
2395,-2.29,-11.59,-1.2,,0
2394,-2.83,-9.32,-1.17,,0
2393,-2.42,-7.48,-1.46,,0
2392,-1.91,-6.18,-2.92,,0
2391,-0.91,-5.27,-5.9,,0
2390,-0.2,-3.32,-9.75,,0
2389,-0.16,-2.38,-13.21,,0
2388,0.15,0.14,-15.95,,0
2387,0.42,0.74,-17.19,,0
2386,0.19,3.67,-17.07,,0
2385,0.13,2.51,-16.57,,0
2384,0.21,2.31,-16.5,,0
2309,-3.1,-15.03,0.64,25,0
2308,-2.55,-8.24,0.52,,0
2307,-2.82,-8.19,0.55,,0
2306,-1.94,-6.44,-1.08,,0
2305,-1.02,-6.57,-4.29,,0
2304,-0.07,-5.18,-8.71,,0
2303,0.21,-2.76,-12.56,,0
2302,-0.06,-2.21,-15.22,,0
2301,0.12,1.46,-16.53,,0
2300,-0.19,1.67,-16.28,,0
2299,-0.09,2.68,-16.02,,0
2298,0.16,1.99,-15.86,,0
2232,-3.35,-13.5,1.43,24,0
2231,-3.07,-12.29,1.52,,0
2230,-3.14,-8.85,1.42,,0
2229,-2.43,-7.89,0.16,,0
2228,-1.5,-7.06,-2.56,,0
2227,-0.27,-6.86,-6.61,,0
2226,0.34,-3.66,-10.52,,0
2225,0.1,-2.2,-13.1,,0
2224,0.03,-0.52,-14.79,,0
2223,0.1,0.28,-15.76,,0
2222,0.03,3.21,-15.96,,0
2221,0.14,2.12,-15.49,,0
2220,0.19,1.78,-15.49,,0
2146,-4.29,-15.47,3.33,23,0
2145,-3.98,-15.21,3.24,,0
2144,-3.58,-15.37,3.11,,0
2143,-3.34,-14.84,3.07,,0
2142,-3.37,-11.15,3.12,,0
2141,-3.36,-10.08,2.86,,0
2140,-2.15,-8.32,0.98,,0
2139,-1.22,-6.38,-1.95,,0
2138,-0.21,-5.82,-6.09,,0
2137,0.25,-3.07,-10.47,,0
2136,-0.17,-1.92,-13.67,,0
2135,0.03,0.3,-15.78,,0
2134,0.03,2.38,-16.2,,0
2133,-0.03,3.28,-15.7,,0
2132,0.19,2.29,-15.31,,0
2131,0.2,2.37,-15.29,,0
2073,-3.72,-15.81,3.61,22,0
2072,-3.57,-13.17,3.5,,0
2071,-4.08,-10.61,3.65,,0
2070,-2.46,-7.33,2.97,,0
2069,-1.45,-6.96,0.34,,0
2068,-0.31,-6.85,-4.28,,0
2067,0.71,-4.71,-9.93,,0
2066,0.55,-1.65,-14.21,,0
2065,0.17,-0.06,-16.49,,0
2064,0.05,-0.18,-17.03,,0
2063,-0.33,5.69,-16.37,,0
2062,0.25,2.91,-15.52,,0
2061,0.26,2.99,-15.52,,0
1989,-3.24,-13.89,2.5,21,0
1988,-2.62,-14.31,2.47,,0
1987,-2.96,-11.41,2.43,,0
1986,-3.33,-9.51,2.55,,0
1985,-2.39,-7.73,1.58,,0
1984,-1.04,-5.88,-0.98,,0
1983,-0.04,-5.16,-5.08,,0
1982,0.61,-3.63,-9.81,,0
1981,0.43,-1.35,-13.53,,0
1980,0.17,1.21,-15.66,,0
1979,0.07,2.7,-16.1,,0
1978,-0.06,3.96,-15.51,,0
1977,0.24,2.76,-15.19,,0
1976,0.26,2.68,-15.16,,0
1921,-3.78,-14.39,3.31,20,0
1920,-3.6,-14.69,3.27,,0
1919,-3.22,-14.31,3.18,,0
1918,-3.15,-12.91,3.25,,0
1917,-3.6,-8.79,3.41,,0
1916,-2.59,-7.11,3.01,,0
1915,-1.76,-8.26,1,,0
1914,-0.2,-6.84,-3.23,,0
1913,-0.05,-5.02,-7.89,,0
1912,-0.09,-3.42,-11.5,,0
1911,0.07,-0.73,-13.68,,0
1910,0.07,0.77,-14.27,,0
1909,0.16,2.49,-14.15,,0
1908,0.06,1.77,-13.75,,0
1907,0.11,1.5,-13.69,,0
1835,-2.89,-12.2,2.12,19,0
1834,-2.96,-8.2,2.01,,0
1833,-2.68,-6.41,1.63,,0
1832,-1.61,-6.54,-0.31,,0
1831,-0.07,-5.69,-4.29,,0
1830,0.2,-4.21,-8.43,,0
1829,-0.12,-2.28,-11.49,,0
1828,0.13,-0.56,-13.26,,0
1827,0.11,2.73,-13.88,,0
1826,0.23,2.3,-13.76,,0
1825,0.22,1.95,-13.71,,0
1824,0.2,2.01,-13.73,,0
1733,-2.67,-13.97,2.58,18,0
1732,-3,-8.54,2.55,,0
1731,-2.99,-7.94,2.79,,0
1730,-2.14,-6.81,1.36,,0
1729,-0.78,-5.78,-1.59,,0
1728,0.17,-4.28,-5.69,,0
1727,0.21,-2.67,-9.41,,0
1726,0.04,-0.29,-12.27,,0
1725,0.26,0.96,-13.95,,0
1724,0.14,2.73,-14.54,,0
1723,0.29,3.83,-14.47,,0
1722,0.27,3.25,-14.37,,0
1721,0.32,3.09,-14.41,,0
1663,-2.88,-12.08,2.16,17,0
1662,-2.65,-13.97,1.99,,0
1661,-2.26,-9.62,1.84,,0
1660,-2.76,-8.77,2.04,,0
1659,-1.96,-7.01,1.13,,0
1658,-1.09,-5.83,-1.13,,0
1657,-0.25,-4.65,-4.52,,0
1656,0.1,-2.94,-7.98,,0
1655,0,-1.73,-10.87,,0
1654,0.12,1.63,-12.78,,0
1653,0.02,2.18,-13.63,,0
